HGNC Symbol	SZ Score	Cell Score	Total Score	entrez	SZ label	Cell Motility Label
UTP23	0.3950203492709303	0.257640298607116	0.10177316074204976	84294	Unlabeled	Unlabeled
ANKH	0.22464000348005814	0.45280455902398614	0.10171801771493444	56172	Unlabeled	Unlabeled
BCAS3	0.30859888379292144	0.3295953864657483	0.1017127683666265	54828	Unlabeled	Unlabeled
NAV1	0.21598366175764777	0.46958329890494044	0.10142232039772507	89796	Unlabeled	Unlabeled
TMEM132A	0.21579001974682743	0.4690127071478522	0.10120826133694802	54972	Unlabeled	Unlabeled
TSHZ1	0.33926605799319637	0.2972936288455197	0.10086163752491188	10194	Unlabeled	Unlabeled
TADA2B	0.20680674022260134	0.4873989923718538	0.10079739680020362	93624	Unlabeled	Unlabeled
SNX20	0.19955068749142255	0.5049944800266414	0.10077199566868973	124460	Unlabeled	Unlabeled
ZNF143	0.3629852958326194	0.2773535854301465	0.1006752732575994	7702	Unlabeled	Unlabeled
ELMO1	0.17425599903143799	0.577629139132284	0.10065534270916564	9844	Unlabeled	Unlabeled
SGPP2	0.26389548226535164	0.3814211813495629	0.10065532659846305	130367	Unlabeled	Unlabeled
FOXQ1	0.2638954647730986	0.3814211761441118	0.1006553185528523	94234	Unlabeled	Unlabeled
GRIN3B	0.25436131185065863	0.3956823866261872	0.10064629093843648	116444	Unlabeled	Unlabeled
DEDD2	0.20534055574456173	0.4888827537301108	0.10038745634487266	162989	Unlabeled	Unlabeled
RILP	0.3478078329025365	0.2875276266672063	0.10000436073073059	83547	Unlabeled	Unlabeled
CDK20	0.25110324511160764	0.3967540659271906	0.09962623346554228	23552	Unlabeled	Unlabeled
ADGRG6	0.18282169650836905	0.5440154796768999	0.099457832921345	57211	Unlabeled	Unlabeled
FRMD6	0.24710437741581798	0.4023083190461041	0.09941214670709182	122786	Unlabeled	Unlabeled
CDK11B	0.20343999280648828	0.4883995051630939	0.09935999181707225	984	Unlabeled	Unlabeled
DHX58	0.2695208572248694	0.36864750234760574	0.09935819084653376	79132	Unlabeled	Unlabeled
SH3TC1	0.1731845276646069	0.5727885859263534	0.09919812070533361	54436	Unlabeled	Unlabeled
FAM153A	0.2457155725632836	0.40196444728765096	0.09876892431536899	285596	Unlabeled	Unlabeled
TSPAN17	0.23029227352920456	0.42792249284263434	0.09854724377101502	26262	Unlabeled	Unlabeled
MYO1G	0.13956882056440284	0.7057577904254589	0.09850178241382031	64005	Unlabeled	Unlabeled
OSBPL6	0.200026360850277	0.49170967885477873	0.09835489765617979	114880	Unlabeled	Unlabeled
THOC3	0.32904178301276227	0.2987706016640358	0.0983080114833301	84321	Unlabeled	Unlabeled
YOD1	0.3290417509061684	0.2987705857134849	0.09830799664242654	55432	Unlabeled	Unlabeled
RNF144A	0.2328717145850258	0.4220955708500345	0.09829411930259278	9781	Unlabeled	Unlabeled
CNEP1R1	0.2547494593644823	0.38584228801206255	0.0982931142710278	255919	Unlabeled	Unlabeled
RSC1A1	0.359393644712785	0.2734891075979975	0.09829024716889134	6248	Unlabeled	Unlabeled
DNALI1	0.28763176110538374	0.34157639766426956	0.09824822081220674	7802	Unlabeled	Unlabeled
SPOCD1	0.14233998109424267	0.6886911445356781	0.09802828449298077	90853	Unlabeled	Unlabeled
COQ6	0.3188195553682058	0.3073800482281738	0.097998770305164	51004	Unlabeled	Unlabeled
VAC14	0.2503717959226827	0.3905901551056056	0.09779275860350967	55697	Unlabeled	Unlabeled
ZNF79	0.3757304573675285	0.2601661412497008	0.0977523432432951	7633	Unlabeled	Unlabeled
ARL5B	0.2971779746766097	0.3289106369348179	0.0977449969338829	221079	Unlabeled	Unlabeled
EHD3	0.20649468322270695	0.4729480622213628	0.0976612602891934	30845	Unlabeled	Unlabeled
POM121L9P	0.16079797266652407	0.6072673082347695	0.09764735203080811	29774	Unlabeled	Unlabeled
LRRC1	0.20838362487789927	0.4685435971396095	0.09763681318528195	55227	Unlabeled	Unlabeled
IL12RB1	0.15486527554649923	0.6302495937666911	0.09760377700174783	3594	Unlabeled	Unlabeled
MSANTD4	0.2746319455487113	0.3548175991562374	0.09744424757120025	84437	Unlabeled	Unlabeled
SERPINB2	0.16436032558933245	0.5925172640788868	0.09738633044130632	5055	Unlabeled	Unlabeled
OTUD5	0.2758370486522544	0.3529927340010266	0.09736847394253346	55593	Unlabeled	Unlabeled
EAF1	0.2713663056055212	0.3586342020313341	0.09732123846902725	85403	Unlabeled	Unlabeled
TFF3	0.29215660414492634	0.33295326149056764	0.09727449421606192	7033	Unlabeled	Unlabeled
TMPRSS4	0.18028914443836486	0.5395125748482179	0.09726826053312448	56649	Unlabeled	Unlabeled
ADORA3	0.226074261684113	0.4297685688706175	0.09715961190246271	140	Unlabeled	Unlabeled
TBC1D20	0.2789983254534675	0.3478441492447964	0.09704793515808421	128637	Unlabeled	Unlabeled
DIS3L2	0.17462975870842193	0.5550987457704883	0.09693676003324803	129563	Unlabeled	Unlabeled
C11orf49	0.2753506457977116	0.35097418688800475	0.09664096901793884	79096	Unlabeled	Unlabeled
LBH	0.21019033308886234	0.4592834742478051	0.09653694643435608	81606	Unlabeled	Unlabeled
ATP8B1	0.2033097824938628	0.4743192772938074	0.09643374909925018	5205	Unlabeled	Unlabeled
THAP2	0.22061541047736505	0.4368929566520132	0.09638531896645355	83591	Unlabeled	Unlabeled
RBMS2	0.20360055532667393	0.47321117434111715	0.09634605788263896	5939	Unlabeled	Unlabeled
PSKH1	0.24446371992664334	0.3940308975388803	0.09632625897838874	5681	Unlabeled	Unlabeled
SCAMP5	0.2376600978803769	0.4052785528272643	0.09631854053374514	192683	Unlabeled	Unlabeled
FAM84B	0.23083470983227783	0.4172491118727406	0.09631557766691971	157638	Unlabeled	Unlabeled
CNKSR1	0.24049823384223432	0.40028690715720194	0.09626829420147749	10256	Unlabeled	Unlabeled
CRYBG1	0.28455547898748296	0.3381123866879665	0.09621173214559536	202	Unlabeled	Unlabeled
POTEKP	0.19422306637860023	0.49511992518387193	0.09616371009435475	440915	Unlabeled	Unlabeled
SPATA2L	0.23206541611489345	0.414045402913893	0.09608561871767131	124044	Unlabeled	Unlabeled
RGS17	0.16650149038015746	0.5769140641319211	0.09605705149923861	26575	Unlabeled	Unlabeled
TMEM173	0.18327074645276153	0.5240151836478328	0.09603665385971924	340061	Unlabeled	Unlabeled
RAMP1	0.23735070061717847	0.4039268351978874	0.09587231733229816	10267	Unlabeled	Unlabeled
ZBTB47	0.2236867250886637	0.4285566677332899	0.09586243752017021	92999	Unlabeled	Unlabeled
ADA2	0.143374676386917	0.6684123052737034	0.09583339796165041	51816	Unlabeled	Unlabeled
ANGPTL4	0.18143365164276182	0.5281019127070822	0.09581545846197295	51129	Unlabeled	Unlabeled
RNF165	0.18296576128066347	0.5233670900430009	0.0957582580589632	494470	Unlabeled	Unlabeled
NGEF	0.1893960243311476	0.5050311424611617	0.09565089054556145	25791	Unlabeled	Unlabeled
VANGL2	0.18504221468031562	0.5165734212925988	0.09558788992097018	57216	Unlabeled	Unlabeled
GAB2	0.18661429933672052	0.5122104989349746	0.09558580337166232	9846	Unlabeled	Unlabeled
GPR39	0.20780081386758245	0.45971038469748604	0.09552819208351702	2863	Unlabeled	Unlabeled
ABTB1	0.275596648291755	0.34650064789460455	0.09549441719067457	80325	Unlabeled	Unlabeled
RAPGEF4	0.17466348090797737	0.546616757122095	0.09547398552157554	11069	Unlabeled	Unlabeled
BMT2	0.3141136262861813	0.3036877741464261	0.09539246799591272	154743	Unlabeled	Unlabeled
ZNF205	0.3086531579838336	0.30895613363149566	0.09536028632383643	7755	Unlabeled	Unlabeled
LCE2B	0.15073192476130706	0.6326000409789376	0.09535302178083699	26239	Unlabeled	Unlabeled
PIK3AP1	0.1993348483707485	0.4783307794250234	0.09534799338774898	118788	Unlabeled	Unlabeled
CYB561A3	0.2535115200423515	0.3760971723994768	0.09534496585862169	220002	Unlabeled	Unlabeled
RIMS4	0.22322515109557847	0.4252702635249958	0.09493101883182366	140730	Unlabeled	Unlabeled
IL21	0.30591014799948046	0.3101711721849179	0.09488450918826058	59067	Unlabeled	Unlabeled
FZD8	0.18774286875741755	0.5042980509926367	0.09467836280213206	8325	Unlabeled	Unlabeled
SLC2A5	0.27591929960395656	0.34301056115847595	0.09464323379160679	6518	Unlabeled	Unlabeled
PLCH2	0.22209826159065313	0.426009705478197	0.09461601500745369	9651	Unlabeled	Unlabeled
BCAT1	0.24361211200070584	0.3876942901447658	0.09444702483278083	586	Unlabeled	Unlabeled
CRIP1	0.274628552699646	0.3437316563701164	0.09439852730597711	1396	Unlabeled	Unlabeled
CAPN10	0.175712366195563	0.536717781699964	0.09430795140173431	11132	Unlabeled	Unlabeled
ODF2L	0.18750439658693782	0.5020019821976381	0.09412757875741484	57489	Unlabeled	Unlabeled
CEP44	0.2898602933357342	0.3243769283662144	0.09402399160757535	80817	Unlabeled	Unlabeled
BRMS1L	0.22779038432381138	0.4124536935081297	0.09395298535999237	84312	Unlabeled	Unlabeled
TRPC2	0.14351228559192725	0.6531066346632957	0.09372882587578138	7221	Unlabeled	Unlabeled
SRPX2	0.19333316399849954	0.4847074225847073	0.09371001962185924	27286	Unlabeled	Unlabeled
MIER3	0.2766756068998861	0.33858433992038656	0.09367802773427028	166968	Unlabeled	Unlabeled
CRTC2	0.2719324285324876	0.3441205663183907	0.09357754130693495	200186	Unlabeled	Unlabeled
EIF4EBP2	0.2942608159229109	0.317983933772821	0.09357021180236719	1979	Unlabeled	Unlabeled
HIST2H2AA3	0.2705465812628264	0.34583559831333	0.09356463880265552	8337	Unlabeled	Unlabeled
CORO1A	0.19216062297423647	0.4868382308381448	0.09355113772553304	11151	Unlabeled	Unlabeled
SLC25A37	0.2011728223357489	0.4649118338312094	0.0935276257491131	51312	Unlabeled	Unlabeled
PPP4R3A	0.295017360544577	0.316883957383024	0.09348626870605996	55671	Unlabeled	Unlabeled
CEP95	0.22968772040226526	0.4068060525667545	0.09343835485990193	90799	Unlabeled	Unlabeled
SERTAD3	0.2655211242780485	0.35184602398891857	0.09342255186229889	29946	Unlabeled	Unlabeled
C5orf30	0.25486524671678934	0.36646994796310944	0.09340045370190683	90355	Unlabeled	Unlabeled
CMTM3	0.23234626421598292	0.40183934643615055	0.09336587095943173	123920	Unlabeled	Unlabeled
MCOLN3	0.157984495886518	0.5906536965378937	0.09331412649104752	55283	Unlabeled	Unlabeled
RGPD5	0.3260177724940782	0.2860640283295371	0.09326195730667856	84220	Unlabeled	Unlabeled
PDZK1IP1	0.16812374204121092	0.5540671900566491	0.09315184933458265	10158	Unlabeled	Unlabeled
DAB2IP	0.20100238452383457	0.4633928186430049	0.09314306151846481	153090	Unlabeled	Unlabeled
TMEM51	0.16784351402397382	0.5548053259565444	0.09312047550776263	55092	Unlabeled	Unlabeled
SLC1A3	0.29146266920354963	0.3191973646870381	0.09303411591442297	6507	Unlabeled	Unlabeled
A2M	0.22514266114466538	0.41292327211148167	0.09296664433174177	2	Unlabeled	Unlabeled
CNTF	0.27127350236694553	0.34267740225055743	0.09295929909051534	1270	Unlabeled	Unlabeled
DTNBP1	0.20599717895615657	0.4511467327662671	0.09293495424513808	84062	Unlabeled	Unlabeled
MAST3	0.2302900005786493	0.403362157135851	0.09289027140022035	23031	Unlabeled	Unlabeled
BICRA	0.18708550104158284	0.4964234637250697	0.09287363243980268	29998	Unlabeled	Unlabeled
CACUL1	0.2649422814991078	0.35019169431829233	0.09278058645472652	143384	Unlabeled	Unlabeled
ZNF124	0.31728344912831913	0.2922999048779182	0.09274192199954548	7678	Unlabeled	Unlabeled
AIF1L	0.24144451749245666	0.384038938986685	0.09272409632195516	83543	Unlabeled	Unlabeled
GUCA2A	0.261336247510195	0.3546934044096006	0.09269424332502109	2980	Unlabeled	Unlabeled
ANKRD13D	0.250448702360096	0.3697372131002364	0.09260020523519248	338692	Unlabeled	Unlabeled
OR6A2	0.2435532425281202	0.37979071586327845	0.09249926033057744	8590	Unlabeled	Unlabeled
GLI4	0.17442148185772718	0.5298072372111158	0.0924097634133112	2738	Unlabeled	Unlabeled
LSM14B	0.31409285960742706	0.2939867273062184	0.09233913186623899	149986	Unlabeled	Unlabeled
NUDT22	0.3140928273739897	0.2939867126230334	0.09233911777815314	84304	Unlabeled	Unlabeled
CHMP1B	0.26076324459351574	0.35388350576922384	0.09227981117251095	57132	Unlabeled	Unlabeled
SDE2	0.26606227875594285	0.3467129969800374	0.09224725005081108	163859	Unlabeled	Unlabeled
CCR5	0.1299978875760158	0.7094229752309238	0.09222348817791227	1234	Unlabeled	Unlabeled
RAP2B	0.27937190697536973	0.3301072392101203	0.09222268892450586	5912	Unlabeled	Unlabeled
GIT2	0.2075646526156158	0.4442512484929275	0.0922108560674881	9815	Unlabeled	Unlabeled
PCDH8	0.16535765249365483	0.5573808844315277	0.09216719459443454	5100	Unlabeled	Unlabeled
PPP4R2	0.30302719786014876	0.3040011155071734	0.09212060617849817	151987	Unlabeled	Unlabeled
LAMP5	0.17488827327843753	0.5257156422137138	0.09194150090222127	24141	Unlabeled	Unlabeled
CXCL16	0.16554500251800414	0.5552118380180405	0.09191254512272222	58191	Unlabeled	Unlabeled
None	0.15026923756124547	0.6096537324165181	0.09161220154659773	4950	Unlabeled	Unlabeled
CFAP97	0.3449508766088633	0.26554474148067975	0.09159989135263447	57587	Unlabeled	Unlabeled
SPATS2	0.3129604932243057	0.2925845435722456	0.09156740306617835	65244	Unlabeled	Unlabeled
PAPD5	0.2324583506576563	0.3938211270921829	0.09154700965798808	64282	Unlabeled	Unlabeled
TMEM65	0.21751374134982257	0.42032418222443235	0.09142628545544086	157378	Unlabeled	Unlabeled
TEDC1	0.46851737769672136	0.1950698519906257	0.09139361552233552	283643	Unlabeled	Unlabeled
DMKN	0.19025098208229946	0.48029791585164233	0.09137715018285658	93099	Unlabeled	Unlabeled
EEF1A2	0.2413798608576644	0.3784865505974734	0.09135903091971549	1917	Unlabeled	Unlabeled
PARD3B	0.2037741628798635	0.4482942783477135	0.09135079129413784	117583	Unlabeled	Unlabeled
IREB2	0.27623058971018927	0.3303932547273395	0.09126472358960176	3658	Unlabeled	Unlabeled
ITGAL	0.09118182698558618	1.0	0.09118182698558618	3683	Unlabeled	Positive
SULF2	0.21723430677424838	0.4197126221747682	0.0911759805225378	55959	Unlabeled	Unlabeled
HSD17B14	0.24729217582158897	0.3684587125268785	0.09111695672119315	51171	Unlabeled	Unlabeled
USB1	0.22821595299708644	0.39909064299295904	0.09107885142285814	79650	Unlabeled	Unlabeled
TECPR1	0.2885405348357152	0.3155486033763124	0.09104856278486415	25851	Unlabeled	Unlabeled
TMUB2	0.28460337317383777	0.31972118683362455	0.09099372824799236	79089	Unlabeled	Unlabeled
MYH2	0.09097636988477445	1.0	0.09097636988477445	4620	Unlabeled	Positive
POLR2J3	0.18982069228365492	0.47882900766668696	0.09089165372078603	548644	Unlabeled	Unlabeled
MFHAS1	0.2196181061400302	0.4134959500770272	0.09081119745248918	9258	Unlabeled	Unlabeled
TMEFF1	0.2351375276108326	0.3859698084936262	0.0907559865016178	8577	Unlabeled	Unlabeled
MFSD3	0.2891102338941075	0.3138783406603136	0.09074544048259763	113655	Unlabeled	Unlabeled
HEY2	0.16202116314922985	0.5590646194529766	0.09058029991935282	23493	Unlabeled	Unlabeled
FAM98C	0.3040793980084835	0.2976233047525284	0.09050111534244426	147965	Unlabeled	Unlabeled
LEMD2	0.26566824451819876	0.34034515461193693	0.09041889975602822	221496	Unlabeled	Unlabeled
GATA3	0.1958567399088113	0.4616511088928001	0.09041748116303147	2625	Unlabeled	Unlabeled
ASAP1	0.22039984801732757	0.4099556897042718	0.0903541717046602	50807	Unlabeled	Unlabeled
CXCL1	0.20245073350813317	0.446145953809182	0.09032257560035459	2919	Unlabeled	Unlabeled
FIGN	0.19440145832270617	0.4643656377669103	0.09027335717684089	55137	Unlabeled	Unlabeled
MORC4	0.19845321163745872	0.45467697738958024	0.0902321064205744	79710	Unlabeled	Unlabeled
PVALB	0.15732064599732737	0.5731969965924179	0.09017572178764703	5816	Unlabeled	Unlabeled
ADAM8	0.16657989142412621	0.541179754738233	0.09014966478523011	101	Unlabeled	Unlabeled
PTPN23	0.21905780548142714	0.4112520855647518	0.09008797936347462	25930	Unlabeled	Unlabeled
GPR160	0.21186146390332106	0.42472723904339593	0.08998333462334965	26996	Unlabeled	Unlabeled
STEAP1	0.1850714152452917	0.48563563250500696	0.08987727380124402	26872	Unlabeled	Unlabeled
PLCD4	0.2120397645751894	0.42372039588431043	0.08984557298901523	84812	Unlabeled	Unlabeled
TRIM39	0.21203972709517038	0.4237203830123132	0.08984555437859196	56658	Unlabeled	Unlabeled
ZNF428	0.24210512976072368	0.3707654935266035	0.0897642279210571	126299	Unlabeled	Unlabeled
ACSBG1	0.16222425992126968	0.5531169094366175	0.08972898128329522	23205	Unlabeled	Unlabeled
CPNE2	0.20466795158690987	0.43808511395773264	0.08966198289444711	221184	Unlabeled	Unlabeled
FNDC10	0.20414395995832157	0.4387022169088431	0.08955840780226577	643988	Unlabeled	Unlabeled
NCS1	0.20414393512645115	0.4387022093618852	0.08955839536780348	23413	Unlabeled	Unlabeled
PTX3	0.1697457576394366	0.527289129190522	0.08950509272948393	5806	Unlabeled	Unlabeled
PUSL1	0.26904712202647213	0.3326355523336085	0.08949463803904331	126789	Unlabeled	Unlabeled
TP53I13	0.2864633590228302	0.3122535600332643	0.08944920367396586	90313	Unlabeled	Unlabeled
EGLN1	0.2540574660309519	0.35201193032343403	0.08943125903063566	54583	Unlabeled	Unlabeled
CAPS	0.1979301245742314	0.4516295893459749	0.08939110088065778	828	Unlabeled	Unlabeled
SNX21	0.17621502151071117	0.5071717089957865	0.08937127361031666	90203	Unlabeled	Unlabeled
SST	0.2406182058868838	0.37113928106518895	0.08930286794405366	6750	Unlabeled	Unlabeled
MREG	0.2230938984712762	0.40028812482762444	0.08930183827955158	55686	Unlabeled	Unlabeled
SIGLEC9	0.22654330869475278	0.39356065609019986	0.08915853320275158	27180	Unlabeled	Unlabeled
ARRDC4	0.2994398890711069	0.2977301668322419	0.08915228812936866	91947	Unlabeled	Unlabeled
HDAC9	0.20460187427362633	0.4353022676589181	0.08906365983857441	9734	Unlabeled	Unlabeled
MTPN	0.24388821381465695	0.36475068822945783	0.08895839383994929	136319	Unlabeled	Unlabeled
ARRB2	0.23197186656997193	0.38345695578551886	0.08895122578280601	409	Unlabeled	Unlabeled
FYTTD1	0.27241483033861374	0.3264839325045958	0.08893906508152288	84248	Unlabeled	Unlabeled
SUN2	0.30341973022689367	0.29310536769408957	0.08893395159379514	25777	Unlabeled	Unlabeled
CLCN4	0.21346519586846932	0.41645441103907677	0.08889852242274456	1183	Unlabeled	Unlabeled
ST6GAL1	0.18406939661514596	0.4822691308063133	0.08877098791362899	6480	Unlabeled	Unlabeled
RAB4B	0.274032274747544	0.3238338786229722	0.08874093439937313	53916	Unlabeled	Unlabeled
PLEKHH1	0.19268636656822521	0.46047329305733564	0.08872692574092357	57475	Unlabeled	Unlabeled
PTPRO	0.16707177225650013	0.5309580375936181	0.08870810033459921	5800	Unlabeled	Unlabeled
MAML2	0.33575619124693323	0.2639901405327395	0.08863632411201526	84441	Unlabeled	Unlabeled
ENKD1	0.2706756502062253	0.327177867792588	0.08855908209784517	84080	Unlabeled	Unlabeled
SNX33	0.2246743373626193	0.39384229094438206	0.08848625574330496	257364	Unlabeled	Unlabeled
GEMIN7	0.24484814369615895	0.36093239498755714	0.08837362691251219	79760	Unlabeled	Unlabeled
DKK1	0.16301053624482395	0.5416907469874738	0.08830129914528735	22943	Unlabeled	Unlabeled
CDKN2B	0.22566451076786626	0.39123446644462195	0.0882877344657528	1030	Unlabeled	Unlabeled
ABHD15	0.22378665235880885	0.39441405420893827	0.08826460083468406	116236	Unlabeled	Unlabeled
TXNDC16	0.24493690364062193	0.36031035519985233	0.08825330275230449	57544	Unlabeled	Unlabeled
SERINC2	0.2789926378855184	0.3161461255221834	0.08820244151672017	347735	Unlabeled	Unlabeled
SLC25A21	0.28555419577232405	0.3084227597625674	0.08807141312188063	89874	Unlabeled	Unlabeled
HMGN5	0.285554165290505	0.3084227464611612	0.08807139992232194	79366	Unlabeled	Unlabeled
ABCB1	0.17420832289357668	0.5051952585702032	0.08800921872930192	5243	Unlabeled	Unlabeled
CLCF1	0.1641250518509321	0.5357397028109259	0.08792830650244617	23529	Unlabeled	Unlabeled
TNRC6A	0.2699124863729995	0.3255147765075321	0.08786050267829924	27327	Unlabeled	Unlabeled
SCG2	0.21981381251525073	0.3993134371613757	0.08777460901101099	7857	Unlabeled	Unlabeled
FLYWCH1	0.20504582262278984	0.4277896024021139	0.08771647093401763	84256	Unlabeled	Unlabeled
RAB3B	0.22832005076309977	0.3841139974250774	0.08770092739091084	5865	Unlabeled	Unlabeled
UBXN2B	0.30426171490312015	0.28795480556726233	0.08761362295648976	137886	Unlabeled	Unlabeled
MED9	0.2867822412270796	0.3053753639040572	0.08757623127594055	55090	Unlabeled	Unlabeled
BEND5	0.17907989583542616	0.48892611452979357	0.08755683766121507	79656	Unlabeled	Unlabeled
FAM43A	0.18725587021388632	0.46723450120548377	0.08749240311718398	131583	Unlabeled	Unlabeled
SLC25A28	0.17836434231245832	0.49036454953015984	0.08746355037029185	81894	Unlabeled	Unlabeled
PARP14	0.15680234564913134	0.5574394524827818	0.08740781370666768	54625	Unlabeled	Unlabeled
SCRT2	0.18888239038089583	0.4624786926935427	0.08735408097618809	85508	Unlabeled	Unlabeled
CGGBP1	0.25808401940717973	0.3384387106828949	0.08734562277602513	8545	Unlabeled	Unlabeled
FNDC8	0.15326241540861693	0.5698665577314413	0.08733912509851474	54752	Unlabeled	Unlabeled
ARNTL	0.25298855332786835	0.3451427983631796	0.08731717724943298	406	Unlabeled	Unlabeled
RILPL2	0.18508363365842415	0.4711967213405757	0.08721080135364968	196383	Unlabeled	Unlabeled
GPR176	0.18438810299213973	0.4728682536686029	0.0871912802591596	11245	Unlabeled	Unlabeled
LRRC8E	0.16668387008056748	0.5228209026625913	0.08714581141481638	80131	Unlabeled	Unlabeled
FOXD2	0.36268578806524066	0.24011488816848828	0.0870862574415853	2306	Unlabeled	Unlabeled
KIAA1522	0.2087941454925352	0.4170752540530363	0.08708287127608574	57648	Unlabeled	Unlabeled
TSPAN8	0.1629657133538741	0.5343041813427121	0.08707326206047279	7103	Unlabeled	Unlabeled
DBNL	0.2416959061141352	0.3601638853797743	0.08705013662645207	28988	Unlabeled	Unlabeled
SMU1	0.33096187655757914	0.2629878054880312	0.08703893761607841	55234	Unlabeled	Unlabeled
NRSN2	0.25101878015718626	0.34634506868825277	0.0869391166555821	80023	Unlabeled	Unlabeled
ZFAND2B	0.20729633618681062	0.41913324992249446	0.08688478708300393	130617	Unlabeled	Unlabeled
GNG11	0.17603944034393285	0.49304447011294045	0.08679527258335296	2791	Unlabeled	Unlabeled
SERPINB8	0.17832719054325838	0.4863520661909299	0.08672979757873737	5271	Unlabeled	Unlabeled
MSANTD3	0.30213887336368467	0.2868279224631479	0.08666186534226182	91283	Unlabeled	Unlabeled
GSTM4	0.2699057822820232	0.3208124309620479	0.08658913014460912	2948	Unlabeled	Unlabeled
CD99L2	0.24140587022821788	0.3584006928299065	0.08652003114299979	83692	Unlabeled	Unlabeled
PDE3B	0.2197400523221499	0.39371163454604113	0.08651421517498624	5140	Unlabeled	Unlabeled
KLC2	0.24309722706372416	0.3555736583363875	0.08643897035847986	64837	Unlabeled	Unlabeled
KLF3	0.23323475943108432	0.37038195634359017	0.08638594648541163	51274	Unlabeled	Unlabeled
RGS20	0.1854769679743966	0.46507016403521895	0.08625980392060768	8601	Unlabeled	Unlabeled
ZNF320	0.22353945834309907	0.3855865176240617	0.08619380129408458	162967	Unlabeled	Unlabeled
TGFBR3	0.2068940717562947	0.41640014437125655	0.08615072134887823	7049	Unlabeled	Unlabeled
S100B	0.25940174159784846	0.33201619809918437	0.08612558002562469	6285	Unlabeled	Unlabeled
ACOT9	0.2382230515668202	0.3614095655826193	0.08609608957853039	23597	Unlabeled	Unlabeled
R3HDM4	0.21136101889917341	0.4069738256556304	0.0860184024558686	91300	Unlabeled	Unlabeled
SPIRE1	0.23370904800971137	0.36783662561220637	0.08596674759493336	56907	Unlabeled	Unlabeled
PLK3	0.1863740229536089	0.46120935221991033	0.08595744239705265	1263	Unlabeled	Unlabeled
CDKN2D	0.21939484923809002	0.39157845949957615	0.08591029708679306	1032	Unlabeled	Unlabeled
CCM2	0.18872996939312425	0.4550811820418333	0.085887457558142	83605	Unlabeled	Unlabeled
ZNF317	0.23113038325456886	0.3714797274816496	0.08586025178413646	57693	Unlabeled	Unlabeled
TMEM87B	0.21095150752661787	0.4068728262591745	0.08583043607098853	84910	Unlabeled	Unlabeled
C12orf49	0.27479917835140555	0.3122732211937011	0.08581242460517578	79794	Unlabeled	Unlabeled
ZDHHC18	0.18523417014290486	0.4632275122101653	0.08580556381161229	84243	Unlabeled	Unlabeled
CXCL8	0.18779455181508745	0.4568859486357297	0.08580069195465792	3576	Unlabeled	Unlabeled
HSD17B1	0.14433364632114423	0.5935044368245406	0.08566265947466313	3292	Unlabeled	Unlabeled
HID1	0.16695325023606583	0.5125733679016397	0.08557578975562548	283987	Unlabeled	Unlabeled
MXD1	0.24182361513016293	0.35387300881359746	0.08557485028829215	4084	Unlabeled	Unlabeled
ARRDC1	0.22446448735505703	0.381094059381035	0.08554208267302169	92714	Unlabeled	Unlabeled
STYX	0.2986453865120952	0.2864046902609333	0.08553343942185333	6815	Unlabeled	Unlabeled
C20orf194	0.1896403165125422	0.451002926500434	0.0855283377296251	25943	Unlabeled	Unlabeled
MUC17	0.18008681517176445	0.4746828442357953	0.08548412163509912	140453	Unlabeled	Unlabeled
CPT1C	0.18008681517176445	0.47468284423579526	0.08548412163509911	126129	Unlabeled	Unlabeled
CCDC136	0.18008678964790423	0.4746828382604496	0.08548410844327974	64753	Unlabeled	Unlabeled
CYB5D1	0.3214543242540821	0.2658727600909033	0.08546594843258902	124637	Unlabeled	Unlabeled
RNF149	0.20981496421283677	0.407066904196454	0.08540872793620925	284996	Unlabeled	Unlabeled
HSD11B1L	0.2608814163539962	0.3271663704033724	0.08535162609422793	374875	Unlabeled	Unlabeled
PNKD	0.26088138755804235	0.3271663588973482	0.08535161367145266	25953	Unlabeled	Unlabeled
TSGA10	0.16556770548951985	0.5151176327677847	0.0852868445145552	80705	Unlabeled	Unlabeled
CAMK4	0.23223120275322298	0.36724252098995586	0.08528517235162318	814	Unlabeled	Unlabeled
IGFBP2	0.19667388778447958	0.43320115811770366	0.08519935595974784	3485	Unlabeled	Unlabeled
UGGT2	0.2598613762347276	0.3273894271211247	0.08507586709639452	55757	Unlabeled	Unlabeled
FBXL3	0.26698256530459014	0.31835116047441947	0.08499420949115374	26224	Unlabeled	Unlabeled
KCND1	0.3464572231771775	0.24524630873506184	0.0849673551188023	3750	Unlabeled	Unlabeled
CBX4	0.22432710522746294	0.3782496317276844	0.08485164493882535	8535	Unlabeled	Unlabeled
SERPINI1	0.2266259140045106	0.3742497922443816	0.08481470123338118	5274	Unlabeled	Unlabeled
FOXP4	0.2509349683655774	0.3378993984932339	0.08479077487164728	116113	Unlabeled	Unlabeled
SLC43A1	0.26699236046502695	0.31748755878066726	0.08476675273712934	8501	Unlabeled	Unlabeled
HECTD2	0.22779268132249234	0.3718050482675099	0.08469446887409476	143279	Unlabeled	Unlabeled
MT1H	0.19346571761505438	0.4377320414069931	0.08468614351390662	4496	Unlabeled	Unlabeled
BCL2L1	0.20661384953748022	0.4098302297517434	0.08467660142583766	598	Unlabeled	Unlabeled
HLA-DOB	0.08466555907008078	1.0	0.08466555907008078	3112	Unlabeled	Positive
